gemeindeteilschluessel;gemeindename;gemeindeteilname;strassenname;strassenschluessel
13071122 4096;Rechlin;Rechlin;Am Sumpfsee;1307112200802
13071122 4096;Rechlin;Rechlin;An den Uferwiesen;1307112200113
13071122 4096;Rechlin;Rechlin;Anglerweg;1307112200102
13071122 4096;Rechlin;Rechlin;Bahnhofstraße;1307112200103
13071122 4096;Rechlin;Rechlin;Birkenweg;1307112200116
13071122 4096;Rechlin;Rechlin;Bissendorfer Straße;1307112200139
13071122 4096;Rechlin;Rechlin;Blumenweg;1307112200104
13071122 4096;Rechlin;Rechlin;Boeker Landstraße;1307112200302
13071122 4096;Rechlin;Rechlin;Bussardstraße;1307112200126
13071122 4096;Rechlin;Rechlin;Ellerholz;1307112200401
13071122 4096;Rechlin;Rechlin;Flaggentörn;1307112200147
13071122 4096;Rechlin;Rechlin;Fliederweg;1307112200127
13071122 4096;Rechlin;Rechlin;Fritz-Reuter-Straße;1307112200106
13071122 4096;Rechlin;Rechlin;Gartenstraße;1307112200107
13071122 4096;Rechlin;Rechlin;Geschwister-Scholl-Straße;1307112200108
13071122 4096;Rechlin;Rechlin;Ginsterweg;1307112200128
13071122 4096;Rechlin;Rechlin;Goethestraße;1307112200109
13071122 4096;Rechlin;Rechlin;Imkerweg;1307112200110
13071122 4096;Rechlin;Rechlin;Inselstraße;1307112200603
13071122 4096;Rechlin;Rechlin;Käthe-Kollwitz-Straße;1307112200111
13071122 4096;Rechlin;Rechlin;Kirchenweg;1307112200157
13071122 4096;Rechlin;Rechlin;Kleine Müritzstraße;1307112200804
13071122 4096;Rechlin;Rechlin;Kompassweg;1307112200148
13071122 4096;Rechlin;Rechlin;Leeweg;1307112200149
13071122 4096;Rechlin;Rechlin;Luvweg;1307112200150
13071122 4096;Rechlin;Rechlin;Mauerstraße;1307112200130
13071122 4096;Rechlin;Rechlin;Mittelstraße;1307112200105
13071122 4096;Rechlin;Rechlin;Müritzblick;1307112200604
13071122 4096;Rechlin;Rechlin;Müritzstraße;1307112200112
13071122 4096;Rechlin;Rechlin;Müritztörn;1307112200152
13071122 4096;Rechlin;Rechlin;Neuer Markt;1307112200121
13071122 4096;Rechlin;Rechlin;Pappelweg;1307112200131
13071122 4096;Rechlin;Rechlin;Robinienweg;1307112200132
13071122 4096;Rechlin;Rechlin;Schledehauser Straße;1307112200141
13071122 4096;Rechlin;Rechlin;Schulstraße;1307112200129
13071122 4096;Rechlin;Rechlin;Seglerweg;1307112200114
13071122 4096;Rechlin;Rechlin;Skipperstraße;1307112200153
13071122 4096;Rechlin;Rechlin;Stieglitzweg;1307112200133
13071122 4096;Rechlin;Rechlin;Strandweg;1307112200154
13071122 4096;Rechlin;Rechlin;Tannenweg;1307112200122
13071122 4096;Rechlin;Rechlin;Uferweg;1307112200155
13071122 4096;Rechlin;Rechlin;Wacholderweg;1307112200134
13071122 4096;Rechlin;Rechlin;Weidenweg;1307112200807
13071122 4096;Rechlin;Rechlin;Willi-Bredel-Weg;1307112200601
13071122 4096;Rechlin;Rechlin;Zeisigweg;1307112200115
13071122 4161;Rechlin;Retzow;Dorfstraße;1307112200701
13071122 4161;Rechlin;Retzow;Feldweg;1307112200702
13071122 4161;Rechlin;Retzow;Gartenweg;1307112200703
13071122 4161;Rechlin;Retzow;Kotzow;1307112200501
13071122 4161;Rechlin;Retzow;Parkweg;1307112200704
13071123 1392;Ritzerow;Galenbeck;Galenbeck;1307112300201
13071123 4186;Ritzerow;Ritzerow;Biberstraße;1307112300103
13071123 4186;Ritzerow;Ritzerow;Dorfstraße;1307112300101
13071123 4186;Ritzerow;Ritzerow;Pappelweg;1307112300102
13071123 5199;Ritzerow;Wackerow;Wackerow;1307112300301
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Achter de Muer;1307112400408
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Ahornallee;1307112400618
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Bahnhof;1307112400101
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Gildekamp;1307112400507
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Hafen;1307112400510
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Kirchenholz;1307112400624
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Krankenhaus;1307112400102
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Rosenwinkel;1307112400103
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Am Weidehang;1307112400501
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Bahnhofstraße;1307112400111
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Birkenallee;1307112400608
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Bitterfeld;1307112400609
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Buchenallee;1307112400138
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Clara-Zetkin-Straße;1307112400502
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Dr.-Kosmowski-Straße;1307112400506
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Enge Straße;1307112400401
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Friesensportplatz;1307112400108
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Fritz-Reuter-Straße;1307112400301
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Fronerei;1307112400104
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Gartenstraße;1307112400202
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Glienholzweg;1307112400105
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Gotthunskamp;1307112400106
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Große Stavenstraße;1307112400302
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Gustav-Melkert-Straße;1307112400503
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Hanne-Nüte-Straße;1307112400304
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Hohe Straße;1307112400305
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Im Ort;1307112400402
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Juri-Gagarin-Straße;1307112400505
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Kirchplatz;1307112400306
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Kirschenallee;1307112400617
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Kleine Stavenstraße;1307112400307
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Klosterstraße;1307112400308
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Kroneiche;1307112400112
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Kurze Straße;1307112400309
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Lindenallee;1307112400601
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Löhner Weg;1307112400620
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Ludorfer Weg;1307112400204
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Marienfelder Str.;1307112400603
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Marienfelder Straße;1307112400603
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Marienfelder Weg;1307112400602
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Marktplatz;1307112400313
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mauerstraße;1307112400310
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Minzower Straße;1307112400114
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mirower Straße;1307112400201
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mönchkirchhof;1307112400311
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mönchteich;1307112400403
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mühlenberg;1307112400404
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mühlenstraße;1307112400303
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Mühlentor;1307112400205
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Müritzblick;1307112400623
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Müritzpromenade;1307112400604
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Pferdemarkt;1307112400312
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Plauer Straße;1307112400107
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Predigerstraße;1307112400405
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Ringstraße;1307112400203
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Roßstraße;1307112400314
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Schulstraße;1307112400504
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Seebadstr.;1307112400607
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Seebadstraße;1307112400607
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Solzower Weg;1307112400206
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Stadtgarten;1307112400109
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Stadtrandsiedlung;1307112400606
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Steindamm;1307112400208
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Straße der Deutschen Einheit;1307112400406
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Straße des Friedens;1307112400407
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Töpferwall;1307112400207
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Turnplatz;1307112400110
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Uferpromenade;1307112400622
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Unkel-Bräsig-Strat;1307112400315
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Unter den Eichen;1307112400625
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Unter den Kiefern;1307112400613
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wallpromenade;1307112400508
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wardenburger Weg;1307112400621
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Warener Chaussee;1307112400509
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wiesenblick;1307112400626
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wiesengrund;1307112400113
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wiesenstraße;1307112400316
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Wünnowweg;1307112400211
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Ziegelei;1307112400209
13071124 4196;Röbel/Müritz, Stadt;Röbel/Müritz;Zielower Weg;1307112400210
13071125 0009;Röckwitz;Adamshof;Hauptstraße;1307112500301
13071125 1846;Röckwitz;Gützkow;Dorfstraße;1307112500201
13071125 4197;Röckwitz;Röckwitz;Ringstraße;1307112500101
13071127 2341;Rosenow;Karlshof;Karlshof;1307112700501
13071127 3101;Rosenow;Luplow;Am Wallgraben;1307112700404
13071127 3101;Rosenow;Luplow;Bredenfelder Str.;1307112700405
13071127 3101;Rosenow;Luplow;Bredenfelder Straße;1307112700405
13071127 3101;Rosenow;Luplow;Lindenallee;1307112700403
13071127 3101;Rosenow;Luplow;Voßfelder Straße;1307112700402
13071127 4244;Rosenow;Rosenow;Alte Gärtnerei;1307112700117
13071127 4244;Rosenow;Rosenow;Am Erlenbruch;1307112700115
13071127 4244;Rosenow;Rosenow;Am Fettloch;1307112700108
13071127 4244;Rosenow;Rosenow;Am Krügerteich;1307112700112
13071127 4244;Rosenow;Rosenow;Am Rehhagen;1307112700111
13071127 4244;Rosenow;Rosenow;Am Sportplatz;1307112700119
13071127 4244;Rosenow;Rosenow;Blumenstraße;1307112700101
13071127 4244;Rosenow;Rosenow;Hofweg;1307112700110
13071127 4244;Rosenow;Rosenow;Kastorfer Weg;1307112700107
13071127 4244;Rosenow;Rosenow;Rosenow Ausbau;1307112700118
13071127 4244;Rosenow;Rosenow;Schulstraße;1307112700103
13071127 4244;Rosenow;Rosenow;Stavenhagener Straße;1307112700102
13071127 4244;Rosenow;Rosenow;Straße der Freundschaft;1307112700104
13071127 4244;Rosenow;Rosenow;Tarnower Straße;1307112700106
13071127 4244;Rosenow;Rosenow;Weidenweg;1307112700114
13071127 4526;Rosenow;Schwandt;Platz der Zukunft;1307112700301
13071127 4526;Rosenow;Schwandt;Seestraße;1307112700302
13071127 4526;Rosenow;Schwandt;Wiesenweg;1307112700304
13071127 4887;Rosenow;Tarnow;Briggower Straße;1307112700201
13071127 4887;Rosenow;Tarnow;Kleether Weg;1307112700202
13071127 4887;Rosenow;Tarnow;Rosenower Straße;1307112700203
13071127 4887;Rosenow;Tarnow;Speicher Straße;1307112700204
13071127 4887;Rosenow;Tarnow;Tarnower Mühle;1307112700205
13071127 5192;Rosenow;Voßfeld;Voßfeld;1307112700601
13071128 1400;Sarow;Ganschendorf;Ganschendorf;1307112800101
13071128 1430;Sarow;Gehmkow;Gehmkow;1307112800201
13071128 4382;Sarow;Sarow;Dorfstraße;1307112800401
13071128 4973;Sarow;Törpin;Törpin;1307112800301
13071130 0855;Schönbeck;Charlottenhof;Bergweg;1307113000410
13071130 0855;Schönbeck;Charlottenhof;Charlottenhof;1307113000401
13071130 0855;Schönbeck;Charlottenhof;Charlottenhof/Bergweg;1307113000403
13071130 3515;Schönbeck;Neu Schönbeck;Neu-Schönbeck;1307113000201
13071130 4087;Schönbeck;Rattey;Poggendorf;1307113000402
13071130 4087;Schönbeck;Rattey;Rattey;1307113000301
13071130 4482;Schönbeck;Schönbeck;Dorfstraße;1307113000405
13071130 4482;Schönbeck;Schönbeck;Eichhorster Weg;1307113000102
13071130 4482;Schönbeck;Schönbeck;Mühlenstraße;1307113000103
13071130 4482;Schönbeck;Schönbeck;Ratteyer Damm;1307113000104
13071130 4482;Schönbeck;Schönbeck;Torfweg;1307113000408
13071131 4487;Schönfeld;Schönfeld;Dorfstraße;1307113100101
13071131 5023;Schönfeld;Trittelwitz;Trittelwitz;1307113100202
13071131 5689;Schönfeld;Klenz;Klenz;1307113100201
13071131 5689;Schönfeld;Klenz;Klenzer Weg;1307102901110
13071131 5689;Schönfeld;Klenz;Trittelwitz;1307113100202
13071132 3176;Schönhausen;Matzdorf;Matzdorf;1307113200201
13071132 4490;Schönhausen;Schönhausen;Ausbau Voigtsdorf;1307113200204
13071132 4490;Schönhausen;Schönhausen;Dorfstraße;1307113200203
13071132 4490;Schönhausen;Schönhausen;Dorfstr. Schönhausen;1307113200203
13071133 0809;Schwarz;Buschhof;Am Wiesenweg;1307113300203
13071133 0809;Schwarz;Buschhof;Langenschlage;1307113300103
13071133 0809;Schwarz;Buschhof;Schulstraße;1307113300204
13071133 0809;Schwarz;Buschhof;Wittstocker Straße;1307113300202
13071133 0809;Schwarz;Buschhof;Zempower Weg;1307113300205
13071133 4532;Schwarz;Schwarz;Aaskuhle;1307113300118
13071133 4532;Schwarz;Schwarz;Am Hang;1307113300114
13071133 4532;Schwarz;Schwarz;Bungalowsiedlung Schnackenberg;1307113300105
13071133 4532;Schwarz;Schwarz;Dorfstraße;1307113300101
13071133 4532;Schwarz;Schwarz;In'n Urt;1307113300116
13071133 4532;Schwarz;Schwarz;Schmiedesteig;1307113300117
13071133 4532;Schwarz;Schwarz;Schwarzer Hof;1307113300104
13071133 4532;Schwarz;Schwarz;Seebusch;1307113300115
13071133 4532;Schwarz;Schwarz;Seestraße;1307113300102
13071133 4532;Schwarz;Schwarz;Sternsiedlung;1307113300113
13071135 4619;Siedenbollentin;Siedenbollentin;Am See;1307113500111
13071135 4619;Siedenbollentin;Siedenbollentin;An der Mühle;1307113500112
13071135 4619;Siedenbollentin;Siedenbollentin;Fritz-Peters-Straße;1307113500101
13071135 4619;Siedenbollentin;Siedenbollentin;Fritz-Reuter-Straße;1307113500103
13071135 4619;Siedenbollentin;Siedenbollentin;Lange Straße;1307113500105
13071135 4619;Siedenbollentin;Siedenbollentin;Lindenplatz;1307113500104
13071135 4619;Siedenbollentin;Siedenbollentin;Poststr.;1307113500106
13071135 4619;Siedenbollentin;Siedenbollentin;Poststraße;1307113500106
13071135 4619;Siedenbollentin;Siedenbollentin;Röpenack;1307113500108
13071135 4619;Siedenbollentin;Siedenbollentin;Schönkamp;1307113500109
13071135 4619;Siedenbollentin;Siedenbollentin;Schulstr.;1307113500102
13071135 4619;Siedenbollentin;Siedenbollentin;Schulstraße;1307113500102
13071135 4619;Siedenbollentin;Siedenbollentin;Silbermoor;1307113500110
13071136 1167;Siedenbrünzow;Eugenienberg;An der Chaussee;1307113600102
13071136 1167;Siedenbrünzow;Eugenienberg;Sanzkower Weg;1307113600103
13071136 1167;Siedenbrünzow;Eugenienberg;Zur Hasenkuhle;1307113600104
13071136 4376;Siedenbrünzow;Sanzkow;OT Sanzkow;1307113600301
13071136 4620;Siedenbrünzow;Siedenbrünzow;Dorfstraße;1307113600101
13071136 4620;Siedenbrünzow;Siedenbrünzow;Heidekrug;1307113600109
13071136 4620;Siedenbrünzow;Siedenbrünzow;OT Leppin;1307113600201
13071136 4620;Siedenbrünzow;Siedenbrünzow;Siedenbrünzower Ausbau;1307113600108
13071136 4620;Siedenbrünzow;Siedenbrünzow;Vanselower Weg;1307113600106
13071136 4620;Siedenbrünzow;Siedenbrünzow;Ziegenstr.;1307113600105
13071136 4620;Siedenbrünzow;Siedenbrünzow;Ziegenstraße;1307113600105
13071136 4620;Siedenbrünzow;Siedenbrünzow;Zum Umspannwerk;1307113600107
13071136 5083;Siedenbrünzow;Vanselow;Alte Gärtnerei;1307113600205
13071136 5083;Siedenbrünzow;Vanselow;Am Schlosspark;1307113600203
13071136 5083;Siedenbrünzow;Vanselow;Koppelgang;1307113600206
13071136 5083;Siedenbrünzow;Vanselow;Schloss;1307113600204
13071136 5083;Siedenbrünzow;Vanselow;Schlossstraße;1307113600202
13071136 5083;Siedenbrünzow;Vanselow;Tannenberg;1307113600209
13071136 5083;Siedenbrünzow;Vanselow;Vanselower Bruch;1307113600207
13071136 5083;Siedenbrünzow;Vanselow;Vanselower Eck;1307113600208
13071136 5542;Siedenbrünzow;Zachariae;OT Zachariae;1307113600401
13071137 1986;Sietow;Hinrichsberg;Alte Dorfstraße;1307113700402
13071137 1986;Sietow;Hinrichsberg;Am Hof;1307113700403
13071137 1986;Sietow;Hinrichsberg;Ausbau;1307113700401
13071137 4633;Sietow;Sietow;Ahornstraße;1307113700107
13071137 4633;Sietow;Sietow;Am Bruch;1307113700108
13071137 4633;Sietow;Sietow;Hinrichsberger Weg;1307113700101
13071137 4633;Sietow;Sietow;Kirschweg;1307113700109
13071137 4633;Sietow;Sietow;Malchower Straße;1307113700103
13071137 4633;Sietow;Sietow;Neubaustraße;1307113700102
13071137 4633;Sietow;Sietow;Röbeler Straße;1307113700104
13071137 4633;Sietow;Sietow;Warener Straße;1307113700105
13071137 4634;Sietow;Sietow-Dorf;Alter Hof;1307113700206
13071137 4634;Sietow;Sietow-Dorf;An der Müritz;1307113700205
13071137 4634;Sietow;Sietow-Dorf;Dorfstr.;1307113700201
13071137 4634;Sietow;Sietow-Dorf;Dorfstraße;1307113700201
13071137 4634;Sietow;Sietow-Dorf;Hafenstraße;1307113700203
13071137 4634;Sietow;Sietow-Dorf;Hof;1307113700202
13071137 4634;Sietow;Sietow-Dorf;Reitplatz;1307113700106
13071137 4634;Sietow;Sietow-Dorf;Seeufer;1307113700207
13071137 4634;Sietow;Sietow-Dorf;Wiesenweg;1307113700204
13071137 5632;Sietow;Zierzow;Hauptstraße;1307113700301
13071137 5632;Sietow;Zierzow;Hof;1307113700302
13071138 3717;Silz;Nossentin;Am Gutshaus;1307113800303
13071138 3717;Silz;Nossentin;Am Koppelberg;1307113800305
13071138 3717;Silz;Nossentin;Am Park;1307113800302
13071138 3717;Silz;Nossentin;Bahnhofstraße;1307113800304
13071138 4649;Silz;Silz;Am Dorfteich;1307113800102
13071138 4649;Silz;Silz;Am Fleesensee;1307113800106
13071138 4649;Silz;Silz;Ausbau;1307113800108
13071138 4649;Silz;Silz;Dorfstraße;1307113800101
13071138 4649;Silz;Silz;Heidepark;1307113800109
13071138 4649;Silz;Silz;Im Bauerndorf;1307113800104
13071138 4649;Silz;Silz;Karlshof;1307113800105
13071138 4649;Silz;Silz;Kirchsteig;1307113800107
13071138 4649;Silz;Silz;Schusterweg;1307113800103
13071139 3519;Sommersdorf;Neu Sommersdorf;Neu Sommersdorf;1307113900101
13071139 4658;Sommersdorf;Sommersdorf;Am Hafen;1307113900601
13071139 4658;Sommersdorf;Sommersdorf;Birkenallee;1307113900203
13071139 4658;Sommersdorf;Sommersdorf;Bungalowsiedlung I;1307113900301
13071139 4658;Sommersdorf;Sommersdorf;Bungalowsiedlung II;1307113900401
13071139 4658;Sommersdorf;Sommersdorf;Dorfstraße;1307113900201
13071139 4658;Sommersdorf;Sommersdorf;Grammentiner Weg;1307113900207
13071139 4658;Sommersdorf;Sommersdorf;Kummerower Weg;1307113900206
13071139 4658;Sommersdorf;Sommersdorf;Meesiger Damm;1307113900202
13071139 4658;Sommersdorf;Sommersdorf;Schlossplatz;1307113900205
13071139 4658;Sommersdorf;Sommersdorf;Seeperle;1307113900501
13071139 4658;Sommersdorf;Sommersdorf;Zum See;1307113900204
13071140 4288;Sponholz;Rühlow;An de Kier;1307114001202
13071140 4288;Sponholz;Rühlow;Lieper Wegg;1307114001203
13071140 4288;Sponholz;Rühlow;Prasdörper Wegg;1307114001204
13071140 4288;Sponholz;Rühlow;Roosenwegg;1307114001205
13071140 4288;Sponholz;Rühlow;Rühlower Damm;1307114001206
13071140 4686;Sponholz;Sponholz;Am Bahnhof;1307114000106
13071140 4686;Sponholz;Sponholz;Ausbau;1307114000101
13071140 4686;Sponholz;Sponholz;Burg Stargarder Weg;1307114000105
13071140 4686;Sponholz;Sponholz;Dorfstraße;1307114000102
13071140 4686;Sponholz;Sponholz;Friedländer Straße;1307114000103
13071140 4686;Sponholz;Sponholz;Johann-von-Altrock-Straße;1307114000107
13071140 4686;Sponholz;Sponholz;Mühlenweg;1307114000108
13071140 4686;Sponholz;Sponholz;Neubrandenburger Straße;1307114000104
13071140 4686;Sponholz;Sponholz;Schmiedeweg;1307114000109
13071140 4686;Sponholz;Sponholz;Schulstraße;1307114000110
13071140 5260;Sponholz;Warlin;Am Gutshaus;1307114001103
13071140 5260;Sponholz;Warlin;Am Wiesengrund;1307114001102
13071140 5260;Sponholz;Warlin;Anklamer Straße;1307114001105
13071140 5260;Sponholz;Warlin;Gewerbegebiet;1307114001108
13071140 5260;Sponholz;Warlin;Hauptstr.;1307114001106
13071140 5260;Sponholz;Warlin;Hauptstraße;1307114001106
13071140 5260;Sponholz;Warlin;Parkstraße;1307114001107
13071141 4251;Staven;Rossow;Dorfstraße;1307114100201
13071141 4251;Staven;Rossow;Hofstraße;1307114100202
13071141 4251;Staven;Rossow;Stavener Straße;1307114100203
13071141 4720;Staven;Staven;Am Gutshof;1307114100109
13071141 4720;Staven;Staven;Bassower Weg;1307114100101
13071141 4720;Staven;Staven;Neuenkirchener Straße;1307114100104
13071141 4720;Staven;Staven;Ringstraße;1307114100105
13071141 4720;Staven;Staven;Rogaer Weg;1307114100107
13071141 4720;Staven;Staven;Rossower Straße;1307114100108
13071141 4720;Staven;Staven;Wiesenweg;1307114100106
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Basepohl;1307114200701
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Basepohl am Wald;1307114200706
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Kaserne Meckl. Schweiz;1307114200704
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Lützowstraße;1307114200707
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Preetzer Straße;1307114200703
13071142 0433;Stavenhagen, Reuterstadt, Stadt;Basepohl;Thomas-Dachser-Straße;1307114200705
13071142 2605;Stavenhagen, Reuterstadt, Stadt;Klockow;Klockow;1307114200801
13071142 2655;Stavenhagen, Reuterstadt, Stadt;Kölpin;Kölpin;1307114200901
13071142 3569;Stavenhagen, Reuterstadt, Stadt;Neubauhof;Neubauhof;1307114200310
13071142 3974;Stavenhagen, Reuterstadt, Stadt;Pribbenow;Am Zwergenwald;1307114201002
13071142 3974;Stavenhagen, Reuterstadt, Stadt;Pribbenow;Pribbenow;1307114201001
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Alter Sportplatz;1307114200101
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Alte Schulstraße;1307114200108
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Amtsbrink;1307114200102
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;An der Reutereiche;1307114200123
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;An der Schleife;1307114200126
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;August-Bebel-Straße;1307114200103
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;August-Seidel-Straße;1307114200301
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Bahnhof;1307114200402
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Basepohler Straße;1307114200401
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Bei den Gärten;1307114200312
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Bei der Kirche;1307114200104
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Blaumenweg;1307114200105
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Bleiche;1307114200106
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Bütt-Soll-Weg;1307114200125
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Dörchläuchtingstrat;1307114200107
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Dr.-Martin-Janke-Weg;1307114200505
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Ernst-Lübbert-Weg;1307114200207
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Feldstraße;1307114200403
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Franzosenweg;1307114200109
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Fritz-Reuter-Straße;1307114200201
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Geschwister-Scholl-Straße;1307114200501
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Goethestraße;1307114200302
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Gülzower Damm;1307114200303
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Hanne-Nüte-Strat;1307114200110
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Heinrich-Heine-Straße;1307114200502
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Hinter der Bahn;1307114200404
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Hopfenhofweg;1307114200304
